name,repoURL,sourceURL,wgetURL,have,source,newCategories,categories,scope,eTag,lastModifiedDateInSource,geoResolution,startDate,endDate,timeResolution,rasterized,fileType,fileSize,internalLocation,ckanURL,notes
Global Multihazard Mortality Risks and Distribution,http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/ndh-multihazard-mortality-risks-distribution,ftp://ftp.ciesin.columbia.edu/pub/hotspots/gdmhzmrt.zip,yes,"SEDAC, CIESIN, Columbia University","Climate and Weather , Changing Ecosystems","Natural Disaster,Flood / Drought",Global,,,need to find out,2000,2000,,yes,zip,0.455,CKAN,http://data.ecohealth.io/dataset/global-multihazard-mortality-risks-and-distribution,
Global Multihazard Proportional Economic Risk Deciles,http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/ndh-multihazard-proportional-economic-loss-risk-deciles,ftp://ftp.ciesin.columbia.edu/pub/hotspots/gdmhzpro.zip,yes,"SEDAC, CIESIN, Columbia University","Climate and Weather , Changing Ecosystems","Natural Disaster,Flood / Drought",Global,,,need to find out,2000,2000,,yes,zip,0.534,CKAN,http://data.ecohealth.io/dataset/global-multihazard-proportional-economic-loss-risk-deciles,
Global Multihazard Total Economic Loss Deciles,http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/ndh-multihazard-total-economic-loss-risk-deciles,ftp://ftp.ciesin.columbia.edu/pub/hotspots/gdmhzgdp.zip,yes,"SEDAC, CIESIN, Columbia University",Climate and Weather,Natural Disaster,Global,,,need to find out,2000,2000,,yes,zip,0.895,CKAN,http://data.ecohealth.io/dataset/global-multihazard-total-economic-loss-deciles,
Global Net Barter Terms of Trade ( 2000 = 100 ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/TT.PRI.MRCH.XD.WD,http://api.worldbank.org/v2/en/indicator/tt.pri.mrch.xd.wd?downloadformat=csv,yes,World Bank ,International Travel and Commerce,Transportation / Trade,Global,,,,1980,2011,31,no,csv,0.144,CKAN,http://data.ecohealth.io/dataset/global-net-barter-terms-of-trade-2000-100,
Global Net Energy Import ( % of energy use ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/EG.IMP.CONS.ZS,http://api.worldbank.org/v2/en/indicator/eg.imp.cons.zs?downloadformat=csv,yes,World Bank ,Technology and Industry,Energy,Global,,,,1960,2012,52,no,csv,0.206,CKAN,http://data.ecohealth.io/dataset/global-net-energy-import-of-energy-use,
Global New Businesses Registered ( number ) ,http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.BUS.NREG,http://api.worldbank.org/v2/en/indicator/ic.bus.nreg?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2004,2011,7,no,csv,0.101,CKAN,http://data.ecohealth.io/dataset/global-new-businesses-registered-number,
Global Permanent Croploand ( % of land area ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/AG.LND.CROP.ZS,http://api.worldbank.org/v2/en/indicator/ag.lnd.crop.zs?downloadformat=csv,yes,World Bank ,Changing Ecosystems,Land Use / Land Cover,Global,,,,1961,2011,50,no,csv,0.263,CKAN,http://data.ecohealth.io/dataset/global-permanent-cropland-of-land-area,
Global Pump price for Diesel Fuel ( US$ per liter ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/EP.PMP.DESL.CD,http://api.worldbank.org/v2/en/indicator/ep.pmp.desl.cd?downloadformat=csv,yes,World Bank ,Technology and Industry,Energy,Global,,,,1991,2012,21,no,csv,0.107,CKAN,http://data.ecohealth.io/dataset/global-pump-price-for-diesel-fuel-us-per-liter,
Global Pump Price for Gasoline ( US$ per liter ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/EP.PMP.SGAS.CD,http://api.worldbank.org/v2/en/indicator/ep.pmp.sgas.cd?downloadformat=csv,yes,World Bank ,Technology and Industry,Energy,Global,,,,1991,2012,21,no,csv,0.08,CKAN,http://data.ecohealth.io/dataset/global-pump-price-for-gasoline-us-per-liter,
Global Road Sector Diesel Fuel Consumption per Capita ( kg of oil equivalent ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IS.ROD.DESL.PC,http://api.worldbank.org/v2/en/indicator/it.cel.sets.p2?downloadformat=csv,yes,World Bank ,"Technology and Industry , International Travel and Commerce","Energy,Transportation / Trade",Global,,,,1961,2010,49,no,csv,0.196,CKAN,http://data.ecohealth.io/dataset/global-road-sector-diesel-fuel-consumption-per-capita-kg-of-oil-equivalent,
Global Road Sector Energy Consumption ( % of total energy consumption ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IS.ROD.ENGY.ZS,http://api.worldbank.org/v2/en/indicator/is.rod.engy.zs?downloadformat=csv,yes,World Bank ,Technology and Industry,Energy,Global,,,,1961,2010,49,no,csv,0.206,CKAN,http://data.ecohealth.io/dataset/global-road-sector-energy-consumption-of-total-energy-consumption,
Global Secure Internet Servers ( per 1 million people ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IT.NET.SECR.P6,http://api.worldbank.org/v2/en/indicator/it.net.secr.p6?downloadformat=csv,yes,World Bank ,Infrastructure,Infrastructure,Global,,,,2001,2012,11,no,csv,0.138,CKAN,http://data.ecohealth.io/dataset/global-secure-internet-servers-per-1-million-people,
Global Start-up Procedures to Register a Business ( number ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.REG.PROC,http://api.worldbank.org/v2/en/indicator/ic.reg.proc?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2003,2013,10,no,csv,0.144,CKAN,http://data.ecohealth.io/dataset/global-start-up-procedures-to-register-a-business-number,
Global Subnational Prevalence of Child Malnutrition ,http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/povmap-Global-subnational-prevalence-child-malnutrition,"http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_shapefile.zip ,
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_grid.zip ,
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip ,
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/ancillary_shapefile.zip ,
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/ancillary_grid.zip ,
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/catalogs/global.xls",yes,"SEDAC, CIESIN, Columbia University",EIDS,EIDS,Global,,,need to find out,1990,2002,12,yes,"zip, xlsx",39.9,CKAN,http://data.ecohealth.io/dataset/global-subnational-prevalence-of-child-malnutrition,
Global Tax Payments ,http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.TAX.PAYM,http://api.worldbank.org/v2/en/indicator/ic.tax.paym?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2005,2013,8,no,csv,0.101,CKAN,http://data.ecohealth.io/dataset/global-tax-payments,
Global Time to resolve insolvency ( years ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.ISV.DURS,http://api.worldbank.org/v2/en/indicator/ic.isv.durs?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2003,2013,10,no,csv,0.106,CKAN,http://data.ecohealth.io/dataset/global-time-to-resolve-insolvency-years,
Global Total Tax Rate ( % of commercial profits ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.TAX.TOTL.CP.ZS,http://api.worldbank.org/v2/en/indicator/ic.tax.totl.cp.zs?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2005,2013,8,no,csv,0.111,CKAN,http://data.ecohealth.io/dataset/global-total-tax-rate-of-commercial-profits,
IDA Resource Allocation Index ( 1 = low to 6 = high ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IQ.CPA.IRAI.XQ,http://api.worldbank.org/v2/en/indicator/iq.cpa.irai.xq?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,,,,no,csv,0.08,CKAN,http://data.ecohealth.io/dataset/ida-resource-allocation-index-1-low-to-6-high,
Indicators for World Water Assessment Programme,,http://wwdrii.sr.unh.edu/download.html,http://wwdrii.sr.unh.edu/download.html,yes,UNH Water Systems Analysis Group,Climate and Weather,Flood / Drought,Global,,,,,,,no,html,,CKAN,http://data.ecohealth.io/dataset/indicators-for-world-water-assessment-programme,
"Last of the wild ( IGHP ), v2 ( 1995 - 2004 )",http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/wildareas-v2-last-of-the-wild-ighp,http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_global_ighp.zip,yes,"Wildlife Conservation Society - WCS and CIESIN, Columbia University",Changing Ecosystems,Biodiversity,Global,,,,1995,2004,9,no,csv,50,CKAN,http://data.ecohealth.io/dataset/last-of-the-wild-ighp-v2-1995-2004,
Mekong River Basin Study ,http://www.wri.org/resources,http://www.wri.org/resources/data-sets/mekong-river-basin-study,,yes,World Resources Institute,"Climate and Weather , Changing Ecosystems","Flood / Drought,Biodiversity",National,,,need to find out,,,,need to find out,zip,1.2,CKAN,http://data.ecohealth.io/dataset/mekong-river-basin-study,
NTI Nuclear Material Security Index,,http://ntiindex.org/data-results/interactive-map/,http://ntiindex.org/wp-content/uploads/2014/01/2014-NTI-Index-Data.zip,yes,Nuclear Threat Initiative,War and Famine,Nuclear,Global,,,,"2012, 2014","2012, 2014",,no,zip,15.2,CKAN,http://data.ecohealth.io/dataset/nti-nuclear-material-security-index,
Nurses and Midwives ( per 1000 people ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/SH.MED.NUMW.P3,http://api.worldbank.org/v2/en/indicator/sh.med.numw.p3?downloadformat=csv,yes,World Bank ,EIDS,EIDS,Global,,,,1998,2012,14,no,csv,0.103,CKAN,http://data.ecohealth.io/dataset/nurses-and-midwives-per-1000-people,
Proportion of seats held by women in national parliaments ( % ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/SG.GEN.PARL.ZS,http://api.worldbank.org/v2/en/indicator/sg.gen.parl.zs?downloadformat=csv,yes,World Bank ,Political Stability,Political Stability,Global,,,,1997,2013,16,no,csv,0.122,CKAN,http://data.ecohealth.io/dataset/proportion-of-seats-held-by-women-in-national-parliaments,
Refugees by Country,,http://www.unhcr.org/pages/4a013eb06.html,http://www.unhcr.org/statistics/Ref_1960_2012.zip,yes,UNHCR,Poverty / Refugees,Poverty / Refugees,Global,,,,2001,2012,11,no,csv,2.5,CKAN,http://data.ecohealth.io/dataset/refugees-by-country,
S & P Historic Data,,http://www.econ.yale.edu/~shiller/data.htm,http://www.econ.yale.edu/~shiller/data/ie_data.xls,yes,Robert Shiller,Economy,Economy,Global,,,,1871,1995,124,no,csv,0.113,CKAN,http://data.ecohealth.io/dataset/s-p-historic-data-robert-shiller,
Time required to start business ( days ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.REG.DURS,http://api.worldbank.org/v2/en/indicator/ic.reg.durs?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2003,2013,10,no,csv,0.107,CKAN,http://data.ecohealth.io/dataset/time-required-to-start-business-days,
Time to prepare and pay taxes ( hours ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.TAX.DURS,http://api.worldbank.org/v2/en/indicator/ic.tax.durs?downloadformat=csv,yes,World Bank ,Economy,Economy,Global,,,,2005,2013,8,no,csv,0.107,CKAN,http://data.ecohealth.io/dataset/time-to-prepare-and-pay-taxes-hours,
Value lost due to electric outages ( % of sales ),http://data.worldbank.org/indicator,http://data.worldbank.org/indicator/IC.FRM.OUTG.ZS,http://api.worldbank.org/v2/en/indicator/ic.frm.outg.zs?downloadformat=csv,yes,World Bank ,"Infrastructure, Economy","Infrastructure, Economy",Global,,,,2005,2013,8,no,csv,0.11,CKAN,http://data.ecohealth.io/dataset/value-lost-due-to-electrical-outages-of-sales,
Vulnerability to Climate Change,,http://www.cgdev.org/publication/dataset-vulnerability-climate-change,http://www.cgdev.org/sites/default/files/1424986_file_Quantifying_Vulnerability_DB.xls,yes,"David Wheeler's working paper ""Quantifying Vulnerability to Climate Change: Implications for Adaptation Assistance.""
",Climate and Weather,"Land Use / Land Cover,Food Security,Political Stability",Global,,,,2011,2011,,no,xlsx,0.509,CKAN,http://data.ecohealth.io/dataset/vulnerability-to-climate-change,
Water Risk Global Atlas,http://www.wri.org/resources,http://www.wri.org/resources/data-sets/aqueduct-water-risk-atlas-Global-maps-10-projected-change,,yes,World Resources Institute,"Climate and Weather , Political Stability , Human Susceptibility","Flood / Drought,Political Stability",Global,,,need to find out,2010,2010,0,need to find out,"zip, pdf",33,CKAN,http://data.ecohealth.io/dataset/water-risk-atlas-global-maps,
Yangtse River Basin Study,http://www.wri.org/resources,http://www.wri.org/resources/data-sets/yangtze-river-basin-study,,yes,World Resources Institute,"Climate and Weather , Changing Ecosystems","Flood / Drought,Biodiversity",National,,,need to find out,,,,need to find out,zip,2.5,CKAN,http://data.ecohealth.io/dataset/yangtze-river-basin-study,
Yellow River Basin Study,http://www.wri.org/resources,http://www.wri.org/resources/data-sets/yellow-river-basin-study,,yes,World Resources Institute,"Climate and Weather , Changing Ecosystems","Flood / Drought,Biodiversity",National,,,need to find out,,,,need to find out,zip,2.2,CKAN,http://data.ecohealth.io/dataset/yellow-river-basin-study,
LBA - Land Cover Dataset,http://www.sage.wisc.edu/mapsdatamodels.html,http://www.sage.wisc.edu/download/LBA/lba.html,http://www.sage.wisc.edu/download/LBA/landcover/landcover.zip,no ,"Center for Sustainability and Global Environment, University of Wisconsin - Madison",Changing Ecosystems,"Biodiversity, Land Use / Land Cover",Global,692d3d-b4361-3c3ca4a0,Wed 09 Jan 2002 20:14:24 GMT,,,,,,zip,0.7039499283,,,
LBA - THMB ( HYDRA ),http://www.sage.wisc.edu/mapsdatamodels.html,http://www.sage.wisc.edu/download/LBA/lba.html,http://www.sage.wisc.edu/download/LBA/LBA-HYDRA.zip,no ,"Center for Sustainability and Global Environment, University of Wisconsin - Madison",Changing Ecosystems,Biodiversity,Global,692d3f-13de9d24-44401948,Fri 14 Apr 2006 21:51:04 GMT,,,,,,zip,317.91336441,,,
10 Million International Dyadic Events,,http://gking.harvard.edu/data?dvn_subpage=/faces/study/StudyPage.xhtml?studyId=505,,no,"Garry King, Harvard University",Political Stability,Political Stability,Global,,,,,,,,,,,,
1992 Croplands Dataset,http://www.sage.wisc.edu/mapsdatamodels.html,http://www.sage.wisc.edu/download/crop92/croplands.html,"http://www.sage.wisc.edu/download/get_info?dl_file_name=crop92/crop92_5min.tar.gz ,
http://www.sage.wisc.edu/download/get_info?dl_file_name=crop92/crop92_0.5.tar.gz ,
http://www.sage.wisc.edu/download/get_info?dl_file_name=crop92/glcrop1992_5min.asc.gz ,
http://www.sage.wisc.edu/download/get_info?dl_file_name=crop92/glcrop1992_0.5.asc.gz ",no,"Ramankutty and Foley, Center for Sustainability and Global Environment, University of Wisconsin - Madison","Changing Ecosystems , Economic Development and Land Use",Land Use / Land Cover,Global,,,,,,,,,,,,
2011 National Emissions Inventory Data,,http://www.epa.gov/ttn/chief/net/2011inventory.html,,no,United States Environmental Program Data,Changing Ecosystems,"Scenarios / GCM , Biodiversity , Energy",National,,,,,,,,,,,,
2012 National Insect and Disease Risk Maps & Data : All NIDRM GIS raster datasets  ( Alaska ),,http://www.fs.fed.us/foresthealth/technology/nidrm2012.shtml,"http://www.fs.fed.us/foresthealth/technology/docs/NIDRM2012_AK_Data_ReadMe.xls ,
http://www.fs.fed.us/foresthealth/technology/docs/ak.zip",yes,United States Forest Service,EIDS,EIDS,National,"22671-17600-4eff04fcf0740,2267f-444423b-4f02a64f65300","Tue 14 Jan 2014 16:01:57 GMT,Fri 17 Jan 2014 13:19:40 GMT",,,,,,"xls,zip",68.3574781418,,,
2012 National Insect and Disease Risk Maps & Data : All NIDRM GIS raster datasets  ( Hawaii ),,http://www.fs.fed.us/foresthealth/technology/nidrm2012.shtml,"http://www.fs.fed.us/foresthealth/technology/docs/NIDRM2012_HI_Data_ReadMe.xls , 
http://www.fs.fed.us/foresthealth/technology/docs/hi.zip",yes,United States Forest Service,EIDS,EIDS,National,"22678-ec00-4eff04fde4980,22680-81b842-4f02a6c8830c0","Tue 14 Jan 2014 16:01:58 GMT,Fri 17 Jan 2014 13:21:47 GMT",,,,,,"xls,zip",8.165102005,,,
2012 National Insect and Disease Risk Maps & Data : Composite hazard from all pests ,,http://www.fs.fed.us/foresthealth/technology/nidrm2012.shtml,"http://www.fs.fed.us/foresthealth/technology/docs/NIDRM2012_Data_ReadMe_L48_pests_east-west.xls ,
http://www.fs.fed.us/foresthealth/technology/docs/pests_east_n_west.zip",yes,United States Forest Service,EIDS,EIDS,National,"22674-10c00-4eff04fde4980,22681-8ce3082-4f02a6acdaf80","Tue 14 Jan 2014 16:01:58 GMT,Fri 17 Jan 2014 13:21:18 GMT",,,,,,"xls,zip",140.952272415,,,
2012 National Insect and Disease Risk Maps & Data : Geodatabase (Tables only) - Watershed Summaries,,http://www.fs.fed.us/foresthealth/technology/nidrm2012.shtml,"http://www.fs.fed.us/foresthealth/technology/docs/L48_Watershed_TableOnly_Data_ReadMe.xlsx ,
http://www.fs.fed.us/foresthealth/technology/docs/L48_HUC12_NIDRM_summaries_tables_only.zip",yes,United States Forest Service,EIDS,EIDS,National,"14e2a9-d9a8-4f4935186c800,14e2a7-4614fa6-4f4935092a400","Fri 14 Mar 2014 16:11:12 GMT,Fri 14 Mar 2014 16:10:56 GMT",,,,,,"xls,zip",70.1350841522,,,
2012 National Insect and Disease Risk Maps & Data : HUC 12 polygons  ( Watershed Summaries ),,http://www.fs.fed.us/foresthealth/technology/nidrm2012.shtml,"http://www.fs.fed.us/foresthealth/technology/docs/L48_Watershed_Data_ReadMe.xlsx ,
http://www.fs.fed.us/foresthealth/technology/docs/L48_HUC12_NIDRM_summaries.zip",yes,United States Forest Service,EIDS,EIDS,National,"14e2a8-d86f-4f4935186c800,14e2a6-25006b89-4f4934fadc240","Fri 14 Mar 2014 16:11:12 GMT,Fri 14 Mar 2014 16:10:41 GMT",,,,,,"xls,zip",592.079093933,,,
2012 National Insect and Disease Risk Maps & Data : HUC 12 polygons ( Alaska ) ( Watershed Summaries ),,http://www.fs.fed.us/foresthealth/technology/nidrm2012.shtml,"http://www.fs.fed.us/foresthealth/technology/docs/AK_Watershed_Data_ReadMe.xlsx ,
http://www.fs.fed.us/foresthealth/technology/docs/AK_HUC12_NIDRM_summaries.zip",yes,United States Forest Service,EIDS,EIDS,National,"14e2a3-d77b-4f493517785c0,14e2a2-404d327-4f493517785c0","Fri 14 Mar 2014 16:11:11 GMT,Fri 14 Mar 2014 16:11:11 GMT",,,,,,"xls,zip",64.3541584015,,,
